,pessoa,tempo,emocoes
11,0,22.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
12,0,24.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
13,0,28.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
14,0,30.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
15,0,32.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
16,0,34.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
17,0,36.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
18,0,38.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
19,0,40.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
20,0,42.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
21,0,44.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
22,0,46.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
23,0,48.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
24,0,50.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
25,0,52.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
26,0,54.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
27,0,56.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
28,0,58.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
29,0,60.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
30,0,62.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
31,0,64.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
32,0,66.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
33,0,68.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
34,0,70.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
35,0,72.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
36,0,74.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
37,0,76.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
38,0,78.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
39,0,80.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
40,0,82.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
41,0,84.0,"['Affection', 'Annoyance', 'Anticipation', 'Disquietment', 'Embarrassment', 'Excitement', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
42,0,86.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
43,0,88.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
44,0,90.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
45,0,92.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
46,0,94.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
47,0,96.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
48,0,98.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
49,0,100.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
50,0,102.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
51,0,104.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
52,0,106.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
53,0,108.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
54,0,110.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
55,0,112.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
56,0,114.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
57,0,116.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
58,0,118.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
59,0,120.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
60,0,122.0,"['Anticipation', 'Confidence', 'Excitement', 'Fatigue', 'Happiness', 'Peace']"
61,0,124.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
62,0,126.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
63,0,128.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
64,0,130.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
65,0,132.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
66,0,134.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
67,0,136.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
68,0,138.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
69,0,140.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
70,0,142.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
71,0,144.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
72,0,146.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
73,0,148.0,"['Affection', 'Anger', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
74,0,150.0,"['Affection', 'Anger', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
75,0,152.0,"['Affection', 'Anger', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
76,0,154.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
77,0,158.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
78,0,160.0,"['Affection', 'Annoyance', 'Anticipation', 'Disquietment', 'Embarrassment', 'Excitement', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
79,0,162.0,"['Affection', 'Annoyance', 'Anticipation', 'Disquietment', 'Embarrassment', 'Excitement', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
80,0,164.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
81,0,166.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
82,0,168.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
83,0,170.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
84,0,172.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
85,0,174.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
86,0,176.0,"['Affection', 'Annoyance', 'Aversion', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Engagement', 'Happiness', 'Pain', 'Pleasure', 'Sadness', 'Suffering', 'Surprise', 'Sympathy']"
87,0,178.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
88,0,180.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
89,0,182.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
90,0,186.0,"['Affection', 'Annoyance', 'Anticipation', 'Disquietment', 'Embarrassment', 'Excitement', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
91,0,188.0,"['Annoyance', 'Anticipation', 'Confidence', 'Excitement', 'Fear', 'Happiness', 'Surprise']"
92,0,190.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
93,0,192.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
94,0,194.0,"['Anticipation', 'Confidence', 'Excitement', 'Fatigue', 'Happiness', 'Peace']"
95,0,196.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
96,0,198.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
97,0,200.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
98,0,202.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
99,0,204.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
100,0,206.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
101,0,208.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
102,0,210.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
103,0,212.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
104,0,214.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
105,0,216.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
106,0,218.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
107,0,220.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
108,0,222.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
109,0,224.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
110,0,226.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
111,0,228.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
112,0,230.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
113,0,232.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
114,0,234.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
115,0,236.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
116,0,238.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
117,0,240.0,"['Affection', 'Annoyance', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
118,0,242.0,"['Affection', 'Annoyance', 'Anticipation', 'Aversion', 'Disquietment', 'Embarrassment', 'Fatigue', 'Fear', 'Happiness', 'Pain', 'Peace', 'Sadness', 'Sensitivity', 'Surprise', 'Sympathy']"
